"url_event","url_pdf","report_number","report_id","report_date","event_id","genotype_serotype_subtype","test_name_1","laboratory_name_1","first_result_date_1","latest_result_date_1","result_1","test_name_2","laboratory_name_2","first_result_date_2","latest_result_date_2","result_2","test_name_3","laboratory_name_3","first_result_date_3","latest_result_date_3","result_3","label_id","outbreak_reference","start_date_outbreak","end_date_outbreak","country_name","country_iso3_letter","country_iso3_digit","first_administrative_division","second_administrative_division","third_administrative_division","location","latitude","longitude","species","typology_of_animal","total_susceptible","total_cases","total_deaths","total_killed_and_disposed_of","total_slaughtered_killed_for_commercial_use","total_vaccinated","epidemiological_unit","detailed_characterisation","affected_population_description","control_measures","outcome"
"https://wahis.woah.org/#/in-event/4438/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162250.pdf","FUR_11","FUR_162250",2023-08-11,4438,"H5N1","Gene sequencing","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-01,2023-06-22,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-02,2023-06-22,"Positive",NA,NA,NA,NA,NA,"OB_116291 - BC-2023-HPAIM-001 - BRITISH COLUMBIA - MAMMALS 2023","BC-2023-HPAIM-001",2023-01-01,NA,"Canada","CAN",124,"British Columbia","Capital","Victoria","British Columbia - mammals 2023",48.42,-123.35,"Striped Skunk","Wild",NA,11,9,2,NA,NA,"Not applicable",NA,"A total of 17 skunks were found with neurological clinical signs in the Vancouver and Richmond area. They subsequently died or were euthanised. Seuqencing results: Fully Eurasian lineage H5N1 (n=7) Reassortant H5N1 of the following cluster: Gene segments PB2, PB1, NP and NS belonging to North American lineage and gene segments PA, HA, NA and M belonging to Eurasian lineage (n=4)","No control measure applied","death"
"https://wahis.woah.org/#/in-event/4438/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162250.pdf","FUR_11","FUR_162250",2023-08-11,4438,"H5N1","Gene sequencing","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-01,2023-06-22,"Positive","Realtime reverse transcription polymerase chain reaction (rRTPCR)","National Centre for Foreign Animal Disease (NCFAD), Winnipeg, Manitoba",2022-05-02,2023-06-22,"Positive",NA,NA,NA,NA,NA,"OB_123465 - NL-2023-HPAIM-001 - NEWFOUNDLAND - MAMMALS","NL-2023-HPAIM-001",2023-01-31,NA,"Canada","CAN",124,"Newfoundland and Labrador","Division No. 1","St. John's","Newfoundland - mammals",47.585,-52.7,"Red Fox","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Reassortant H5N1 (Skunks) Cluster: Gene segments PB2, PB1, PA and NP belonging to North American lineage and gene segments HA, NA, M and NS belonging to Eurasian lineage","No control measure applied","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_112841 - SPOKANE COUNTY",NA,2023-01-11,NA,"United States of America","USA",840,"Washington","Spokane",NA,"Spokane County",47.666,-117.429,"Bobcat","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild bobcat (Lynx rufus). Clinical signs included ataxia, dyspnea and death.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_112842 - DANE COUNTY",NA,2023-01-09,NA,"United States of America","USA",840,"Wisconsin","Dane",NA,"Dane County",43.072,-89.382,"Red Fox","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild red fox (Vulpes vulpes).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_112347 - MADISON COUNTY",NA,2023-01-10,NA,"United States of America","USA",840,"Nebraska","Madison",NA,"Madison County",41.844,-97.455,"Cats","Domestic",NA,2,NA,2,NA,NA,"Backyard",NA,"Domestic cat (Felis catus). Outside cat that had been missing for 2 days. Clinical signs included seizures and excessive reaction to touch, light and sound. Samples were collected on a second domestic cat on the same property 21 Jan 2023.",NA,"death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_113158 - HOT SPRINGS COUNTY",NA,2023-01-08,NA,"United States of America","USA",840,"Wyoming","Hot Springs",NA,"Hot Springs County",43.647,-108.208,"Red Fox","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild red fox (Vulpes vulpes). Samples were collected from a mortality event.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_113410 - CROOK COUNTY",NA,2023-01-23,NA,"United States of America","USA",840,"Oregon","Crook",NA,"Crook County",44.303,-120.844,"Striped Skunk","Wild",NA,2,2,NA,NA,NA,"Not applicable",NA,"Wild striped skunks (Mephitis mephitis). Samples were collected from wildlife mortalities.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_113935 - GUNNISON COUNTY",NA,2023-01-14,NA,"United States of America","USA",840,"Colorado","Gunnison",NA,"Gunnison County",38.543,NA,"Puma","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild mountain lion (Puma concolor). Samples were collected from a wildlife mortality.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_113936 - PUEBLO COUNTY",NA,2023-01-24,NA,"United States of America","USA",840,"Colorado","Pueblo",NA,"Pueblo County",38.276,-104.611,"Red Fox","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild red fox (Vulpes vulpes). Samples collected from a wildlife mortality.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_113938 - GUNNISON COUNTY",NA,2023-02-02,NA,"United States of America","USA",840,"Colorado","Gunnison",NA,"Gunnison County",38.552,-106.919,"Puma","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild mountain lion (Puma concolor). Samples were collected from a wildlife mortality.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_113939 - BOULDER COUNTY",NA,2023-01-25,NA,"United States of America","USA",840,"Colorado","Boulder",NA,"Boulder County",40.019,-105.278,"Puma","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild mountain lion (Puma concolor). Samples were collected from a wildlife mortality.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_114390 - EL PASO COUNTY",NA,2023-02-07,NA,"United States of America","USA",840,"Colorado","El Paso",NA,"El Paso County",38.83,-104.826,"Bobcat","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild bobcat (Lynx rufus).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_114391 - RAWLINS COUNTY",NA,2023-01-27,NA,"United States of America","USA",840,"Kansas","Rawlins",NA,"Rawlins County",39.808,-101.04,"Striped Skunk","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild striped skunk (Mephitis mephitis).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_114832 - SANDERS COUNTY",NA,2023-02-09,NA,"United States of America","USA",840,"Montana","Sanders",NA,"Sanders County",47.595,-115.35,"Racoon (Northern raccoon)","Wild",NA,1,NA,1,NA,NA,"Not applicable",NA,"Wild racoon (Procyon lotor). Clinical signs included neurologic abnormalities.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_114834 - GRAND COUNTY",NA,2023-02-13,NA,"United States of America","USA",840,"Colorado","Grand",NA,"Grand County",40.072,-106.109,"Puma","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild mountain lion (Puma concolor).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_114836 - JEFFERSON COUNTY",NA,2023-02-14,NA,"United States of America","USA",840,"Colorado","Jefferson",NA,"Jefferson County",39.728,-105.202,"Bobcat","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild bobcat (Lynx rufus).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_114837 - NATRONA COUNTY",NA,2023-02-03,NA,"United States of America","USA",840,"Wyoming","Natrona",NA,"Natrona County",42.852,-106.326,"Puma","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild mountain lion (Puma concolor).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_115192 - LARIMER COUNTY",NA,2023-02-21,NA,"United States of America","USA",840,"Colorado","Larimer",NA,"Larimer County",40.588,-105.081,"Striped Skunk","Wild",4,NA,3,1,NA,NA,"Not applicable",NA,"Wild striped skunks (Mephitis mephitis).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_115209 - TOMPKINS COUNTY",NA,2023-02-20,NA,"United States of America","USA",840,"New York","Tompkins",NA,"Tompkins County",42.442,-76.499,"Striped Skunk","Wild",NA,1,NA,1,NA,NA,"Not applicable",NA,"Wild striped skunk (Mephitis mephitis). Clinical signs included abnormal behavior.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_115216 - SALT LAKE COUNTY",NA,2023-02-09,NA,"United States of America","USA",840,"Utah","Salt Lake",NA,"Salt Lake County",40.76,-111.887,"Puma","Wild",1,NA,1,NA,NA,NA,"Not applicable",NA,"Wild mountain lion (Puma concolor).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_114650 - BIG HORN COUNTY",NA,2023-02-03,NA,"United States of America","USA",840,"Wyoming","Big Horn",NA,"Big Horn County",44.488,-108.047,"Puma","Wild",NA,2,2,NA,NA,NA,"Not applicable",NA,"Two wild mountain lions (Puma concolor).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_115798 - CUSTER COUNTY",NA,2023-02-28,NA,"United States of America","USA",840,"Montana","Custer",NA,"Custer County",46.41,-105.843,"Striped Skunk","Wild",NA,2,1,1,NA,NA,"Not applicable",NA,"Two wild striped skunks (Mephitis mephitis). Clinical signs included lethargic behavior.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_115799 - LAKE COUNTY",NA,2023-02-28,NA,"United States of America","USA",840,"Montana","Montana",NA,"Lake County",47.693,-114.166,"Racoon (Northern raccoon)","Wild",NA,1,NA,1,NA,NA,"Not applicable",NA,"Wild racoon (Procyon lotor). Clinical signs included neurologic abnormalities.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_115595 - LINCOLN COUNTY",NA,2023-02-24,NA,"United States of America","USA",840,"Nebraska","Lincoln",NA,"Lincoln County",41.134,-100.751,"Striped Skunk","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild striped skunk (Mephitis mephitis).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_116006 - CARSON COUNTY",NA,2023-03-06,NA,"United States of America","USA",840,"Texas","Carson",NA,"Carson County",35.346,-101.382,"Striped Skunk","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild striped skunk (Mephitis mephitis).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_116007 - LARIMER COUNTY",NA,2023-03-02,NA,"United States of America","USA",840,"Colorado","Larimer",NA,"Larimer County",40.573,-105.034,"Striped Skunk","Wild",NA,1,NA,1,NA,NA,"Not applicable",NA,"Wild striped skunk (Mephitis mephitis). Clinical signs included neurologic abnormalities.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_105976 - DIXIE COUNTY",NA,2022-03-30,2022-06-30,"United States of America","USA",840,"Florida","Dixie",NA,"Dixie County",29.628,-83.114,"Bottlenose dolphin","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild Common bottlenose dolphin (Tursiops truncatus). This HPAI H5N1 2.3.4.4b strain contains at least one internal gene of North American wild bird lineage.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_104156 - BUCHANAN COUNTY",NA,2022-05-20,2022-06-30,"United States of America","USA",840,"Iowa","Buchanan",NA,"Buchanan County",42.454,-91.84,"Virginia Opossum","Wild",NA,2,1,1,NA,NA,"Other",NA,"Captive wild Virginia Opossums (Didelphis virginiana) at a rehabilitation facility.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_103758 - ERIE COUNTY",NA,2022-05-20,2022-06-30,"United States of America","USA",840,"New York","Erie",NA,"Erie County",42.877,-78.818,"Red Fox","Wild",NA,1,NA,NA,NA,NA,"Not applicable",NA,"Wild red fox (Vulpes vulpes).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","positive"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_104521 - SALT LAKE COUNTY",NA,2022-05-26,2022-06-30,"United States of America","USA",840,"Utah","Salt Lake",NA,"Salt Lake County",40.787,-111.949,"Red Fox","Wild",NA,1,1,NA,NA,NA,"Not applicable",NA,"Wild red fox (Vulpes vulpes).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_104027 - SCOTT COUNTY",NA,2022-05-29,2022-06-30,"United States of America","USA",840,"Minnesota","Scott",NA,"Scott County",44.794,-93.431,"Red Fox","Wild",NA,1,NA,1,NA,NA,"Other",NA,"Captive wild red fox (Vulpes vulpes) at a rehabilitation facility.","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
"https://wahis.woah.org/#/in-event/4451/dashboard","https://github.com/fbranda/avian-ani/blob/main/avian-mamm-PDF-archives/WOAH-WAHIS%20reports%202023/FUR_162192.pdf","FUR_35","FUR_162192",2023-08-10,4451,"H5N1","Real-time reverse transcription polymerase chain reaction (rRT-PCR)","National Veterinary Services Laboratories (NVSL), Ames, Iowa",2022-05-05,2023-08-04,"Positive",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OB_104528 - CHIPPEWA COUNTY",NA,2022-05-31,2022-06-30,"United States of America","USA",840,"Michigan","Chippewa",NA,"Chippewa County",46.47,-84.383,"Red Fox","Wild",NA,1,NA,1,NA,NA,"Not applicable",NA,"Wild red fox (Vulpes vulpes).","Disinfection, Official disposal of carcasses, by-products and waste, Surveillance within the restricted zone","death"
