"ID","run","bio_project","bio_sample","avg_spot_len","bases","bytes","center_name","experiment","instrument","library_name","library_layout","library_selection","library_source","organism","platform","release_date","create_date","version","sample_name","sra_study","bio_sample_model","collection_date","geo_loc_name_country","geo_loc_name_country_continent","geo_loc_name","host","isolate","serotype","source_file_fasta"
58,"SRR28752503","PRJNA1102327","SAMN41019343",294,"85.24 M","25.92 Mb","USDA-NVSL","SRX24318141","Illumina iSeq 100","24-009586-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009586-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009586-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752503.fasta.gz"
59,"SRR28752504","PRJNA1102327","SAMN41019342",292,"82.90 M","25.24 Mb","USDA-NVSL","SRX24318140","Illumina iSeq 100","24-009586-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009586-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009586-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752504.fasta.gz"
60,"SRR28752505","PRJNA1102327","SAMN41019341",294,"87.44 M","26.95 Mb","USDA-NVSL","SRX24318139","Illumina iSeq 100","24-009586-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009586-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009586-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752505.fasta.gz"
61,"SRR28752506","PRJNA1102327","SAMN41019340",293,"78.69 M","23.90 Mb","USDA-NVSL","SRX24318138","Illumina iSeq 100","24-009586-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009586-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009586-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752506.fasta.gz"
62,"SRR28752507","PRJNA1102327","SAMN41019339",285,"70.85 M","22.07 Mb","USDA-NVSL","SRX24318137","Illumina iSeq 100","24-009582-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009582-003-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-009582-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752507.fasta.gz"
63,"SRR28752508","PRJNA1102327","SAMN41019338",288,"86.76 M","27.23 Mb","USDA-NVSL","SRX24318136","Illumina iSeq 100","24-009582-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009582-002-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-009582-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752508.fasta.gz"
64,"SRR28752509","PRJNA1102327","SAMN41019194",289,"111.42 M","34.13 Mb","USDA-NVSL","SRX24318135","Illumina iSeq 100","24-008660-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008660-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008660-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752509.fasta.gz"
65,"SRR28752510","PRJNA1102327","SAMN41019277",459,"114.55 M","35.59 Mb","USDA-NVSL","SRX24318134","Illumina MiSeq","24-009290-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009290-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009290-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752510.fasta.gz"
66,"SRR28752511","PRJNA1102327","SAMN41019276",291,"50.11 M","17.51 Mb","USDA-NVSL","SRX24318133","Illumina iSeq 100","24-009116-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009116-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cat","24-009116-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752511.fasta.gz"
67,"SRR28752512","PRJNA1102327","SAMN41019275",290,"55.19 M","19.24 Mb","USDA-NVSL","SRX24318132","Illumina iSeq 100","24-009116-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009116-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cat","24-009116-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752512.fasta.gz"
68,"SRR28752513","PRJNA1102327","SAMN41019274",247,"51.05 M","17.14 Mb","USDA-NVSL","SRX24318131","Illumina iSeq 100","24-009116-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009116-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cat","24-009116-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752513.fasta.gz"
69,"SRR28752514","PRJNA1102327","SAMN41019273",485,"114.01 M","35.57 Mb","USDA-NVSL","SRX24318130","Illumina MiSeq","24-009110-027-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-027-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-027-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752514.fasta.gz"
70,"SRR28752515","PRJNA1102327","SAMN41019272",480,"95.96 M","29.88 Mb","USDA-NVSL","SRX24318129","Illumina MiSeq","24-009110-026-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-026-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-026-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752515.fasta.gz"
71,"SRR28752516","PRJNA1102327","SAMN41019271",468,"106.66 M","33.20 Mb","USDA-NVSL","SRX24318128","Illumina MiSeq","24-009110-025-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-025-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-025-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752516.fasta.gz"
72,"SRR28752517","PRJNA1102327","SAMN41019270",479,"88.76 M","27.61 Mb","USDA-NVSL","SRX24318127","Illumina MiSeq","24-009110-024-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-024-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-024-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752517.fasta.gz"
73,"SRR28752518","PRJNA1102327","SAMN41019269",496,"98.65 M","30.74 Mb","USDA-NVSL","SRX24318126","Illumina MiSeq","24-009110-023-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-023-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-023-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752518.fasta.gz"
74,"SRR28752519","PRJNA1102327","SAMN41019268",447,"75.01 M","23.41 Mb","USDA-NVSL","SRX24318125","Illumina MiSeq","24-009110-022-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009110-022-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009110-022-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752519.fasta.gz"
75,"SRR28752520","PRJNA1102327","SAMN41019187",291,"64.68 M","19.21 Mb","USDA-NVSL","SRX24318124","Illumina iSeq 100","24-008355-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008355-003-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-008355-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752520.fasta.gz"
76,"SRR28752521","PRJNA1102327","SAMN41019208",293,"264.45 M","83.83 Mb","USDA-NVSL","SRX24318123","Illumina iSeq 100","24-008765-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008765-002-original","SRP503016","Viral",2024,"USA","North America","USA","Grackle","24-008765-002-original","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752521&display=metadata"
77,"SRR28752522","PRJNA1102327","SAMN41019181",450,"57.59 M","33.15 Mb","USDA-NVSL","SRX24318122","Illumina MiSeq","24-006483-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-006483-001-original","SRP503016","Viral",2024,"USA","North America","USA","Skunk","24-006483-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752522.fasta.gz"
78,"SRR28752523","PRJNA1102327","SAMN41019207",295,"212.64 M","66.86 Mb","USDA-NVSL","SRX24318121","Illumina iSeq 100","24-008764-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008764-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cat","24-008764-002-original","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752523&display=metadata"
79,"SRR28752524","PRJNA1102327","SAMN41019206",295,"278.01 M","87.74 Mb","USDA-NVSL","SRX24318120","Illumina iSeq 100","24-008764-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008764-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cat","24-008764-001-original","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752524&display=metadata"
80,"SRR28752525","PRJNA1102327","SAMN41019205",475,"117.04 M","36.60 Mb","USDA-NVSL","SRX24318119","Illumina MiSeq","24-008749-008-original-repeat","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008749-008-original-repeat","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-008-original-repeat","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752525.fasta.gz"
81,"SRR28752526","PRJNA1102327","SAMN41019204",294,"64.28 M","19.88 Mb","USDA-NVSL","SRX24318118","Illumina iSeq 100","24-008749-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008749-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752526.fasta.gz"
82,"SRR28752527","PRJNA1102327","SAMN41019203",294,"52.79 M","15.75 Mb","USDA-NVSL","SRX24318117","Illumina iSeq 100","24-008749-006-v","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:12:00Z",1,"24-008749-006-v","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-006-v","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752527.fasta.gz"
83,"SRR28752528","PRJNA1102327","SAMN41019202",293,"94.05 M","28.83 Mb","USDA-NVSL","SRX24318116","Illumina iSeq 100","24-008749-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008749-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752528.fasta.gz"
84,"SRR28752529","PRJNA1102327","SAMN41019416",288,"65.92 M","20.26 Mb","USDA-NVSL","SRX24318115","Illumina iSeq 100","24-010514-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010514-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010514-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752529.fasta.gz"
85,"SRR28752530","PRJNA1102327","SAMN41019415",292,"79.64 M","24.44 Mb","USDA-NVSL","SRX24318114","Illumina iSeq 100","24-010513-007-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010513-007-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010513-007-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752530.fasta.gz"
86,"SRR28752531","PRJNA1102327","SAMN41019414",292,"101.93 M","31.43 Mb","USDA-NVSL","SRX24318113","Illumina iSeq 100","24-010513-006-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010513-006-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010513-006-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752531.fasta.gz"
87,"SRR28752532","PRJNA1102327","SAMN41019413",292,"77.84 M","24.06 Mb","USDA-NVSL","SRX24318112","Illumina iSeq 100","24-010513-004-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010513-004-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010513-004-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752532.fasta.gz"
88,"SRR28752533","PRJNA1102327","SAMN41019412",293,"84.59 M","26.19 Mb","USDA-NVSL","SRX24318111","Illumina iSeq 100","24-010513-003-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010513-003-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010513-003-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752533.fasta.gz"
89,"SRR28752534","PRJNA1102327","SAMN41019411",290,"71.04 M","22.12 Mb","USDA-NVSL","SRX24318110","Illumina iSeq 100","24-010513-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010513-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010513-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752534.fasta.gz"
90,"SRR28752535","PRJNA1102327","SAMN41019410",290,"163.01 M","49.68 Mb","USDA-NVSL","SRX24318109","Illumina iSeq 100","24-010512-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010512-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010512-001-original","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752535&display=metadata"
91,"SRR28752536","PRJNA1102327","SAMN41019409",292,"164.50 M","50.29 Mb","USDA-NVSL","SRX24318108","Illumina iSeq 100","24-010482-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010482-001-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-010482-001-original","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752536&display=metadata"
92,"SRR28752537","PRJNA1102327","SAMN41019408",289,"37.30 M","11.94 Mb","USDA-NVSL","SRX24318107","Illumina iSeq 100","24-010354-020-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-020-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-020-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752537.fasta.gz"
93,"SRR28752538","PRJNA1102327","SAMN41019201",292,"103.46 M","31.80 Mb","USDA-NVSL","SRX24318106","Illumina iSeq 100","24-008749-005-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008749-005-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-005-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752538.fasta.gz"
94,"SRR28752539","PRJNA1102327","SAMN41019407",293,"694.40 M","222.08 Mb","USDA-NVSL","SRX24318105","Illumina iSeq 100","24-010354-019-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-019-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-019-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752539&display=metadata"
95,"SRR28752540","PRJNA1102327","SAMN41019406",293,"645.69 M","206.97 Mb","USDA-NVSL","SRX24318104","Illumina iSeq 100","24-010354-018-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-018-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-018-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752540&display=metadata"
96,"SRR28752541","PRJNA1102327","SAMN41019405",293,"922.30 M","296.21 Mb","USDA-NVSL","SRX24318103","Illumina iSeq 100","24-010354-017-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:14:00Z",1,"24-010354-017-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-017-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752541&display=metadata"
97,"SRR28752542","PRJNA1102327","SAMN41019404",290,"928.17 M","298.13 Mb","USDA-NVSL","SRX24318102","Illumina iSeq 100","24-010354-016-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:14:00Z",1,"24-010354-016-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-016-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752542&display=metadata"
98,"SRR28752543","PRJNA1102327","SAMN41019403",292,"882.55 M","282.65 Mb","USDA-NVSL","SRX24318101","Illumina iSeq 100","24-010354-015-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-015-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-015-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752543&display=metadata"
99,"SRR28752544","PRJNA1102327","SAMN41019402",292,"866.02 M","276.76 Mb","USDA-NVSL","SRX24318100","Illumina iSeq 100","24-010354-014-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:14:00Z",1,"24-010354-014-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-014-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752544&display=metadata"
100,"SRR28752545","PRJNA1102327","SAMN41019401",293,"609.47 M","195.84 Mb","USDA-NVSL","SRX24318099","Illumina iSeq 100","24-010354-013-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-013-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-013-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752545&display=metadata"
101,"SRR28752546","PRJNA1102327","SAMN41019400",292,"65.01 M","20.87 Mb","USDA-NVSL","SRX24318098","Illumina iSeq 100","24-010354-012-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-012-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-012-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752546.fasta.gz"
102,"SRR28752547","PRJNA1102327","SAMN41019399",287,"25.53 M","8.34 Mb","USDA-NVSL","SRX24318097","Illumina iSeq 100","24-010354-011-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-011-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-011-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752547.fasta.gz"
103,"SRR28752548","PRJNA1102327","SAMN41019398",294,"819.38 M","262.65 Mb","USDA-NVSL","SRX24318096","Illumina iSeq 100","24-010354-010-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-010-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-010-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752548&display=metadata"
104,"SRR28752549","PRJNA1102327","SAMN41019200",294,"48.30 M","14.43 Mb","USDA-NVSL","SRX24318095","Illumina iSeq 100","24-008749-004-v","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-008749-004-v","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-008749-004-v","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752549.fasta.gz"
105,"SRR28752550","PRJNA1102327","SAMN41019397",294,"324.34 M","104.52 Mb","USDA-NVSL","SRX24318094","Illumina iSeq 100","24-010354-009-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-009-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-009-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752550&display=metadata"
106,"SRR28752551","PRJNA1102327","SAMN41019396",287,"101.40 M","32.32 Mb","USDA-NVSL","SRX24318093","Illumina iSeq 100","24-010354-008-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-008-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-008-original","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752551&display=metadata"
107,"SRR28752552","PRJNA1102327","SAMN41019395",290,"761.32 M","245.00 Mb","USDA-NVSL","SRX24318092","Illumina iSeq 100","24-010354-006-original-300","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-010354-006-original-300","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-010354-006-original-300","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752552&display=metadata"
108,"SRR28752553","PRJNA1102327","SAMN41019337",288,"73.96 M","23.15 Mb","USDA-NVSL","SRX24318091","Illumina iSeq 100","24-009582-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009582-001-original","SRP503016","Viral",2024,"USA","North America","USA","Chicken","24-009582-001-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752553.fasta.gz"
109,"SRR28752554","PRJNA1102327","SAMN41019336",293,"78.25 M","23.88 Mb","USDA-NVSL","SRX24318090","Illumina iSeq 100","24-009581-002-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009581-002-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009581-002-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752554.fasta.gz"
110,"SRR28752555","PRJNA1102327","SAMN41019335",446,"72.95 M","37.34 Mb","USDA-NVSL","SRX24318089","Illumina MiSeq","24-009499-001-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009499-001-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009499-001-original","H5N1","https://trace.ncbi.nlm.nih.gov/Traces/index.html?view=run_browser&acc=SRR28752555&display=metadata"
111,"SRR28752556","PRJNA1102327","SAMN41019334",289,"30.11 M","9.40 Mb","USDA-NVSL","SRX24318088","Illumina iSeq 100","24-009497-014-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-014-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-014-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752556.fasta.gz"
112,"SRR28752557","PRJNA1102327","SAMN41019333",273,"28.76 M","8.94 Mb","USDA-NVSL","SRX24318087","Illumina iSeq 100","24-009497-012-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-012-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-012-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752557.fasta.gz"
113,"SRR28752558","PRJNA1102327","SAMN41019332",293,"72.23 M","22.14 Mb","USDA-NVSL","SRX24318086","Illumina iSeq 100","24-009497-011-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-011-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-011-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752558.fasta.gz"
114,"SRR28752559","PRJNA1102327","SAMN41019331",293,"67.04 M","20.59 Mb","USDA-NVSL","SRX24318085","Illumina iSeq 100","24-009497-010-original","PAIRED","RANDOM","VIRAL RNA","Influenza A virus","ILLUMINA",2024-04-20,"2024-04-2018:13:00Z",1,"24-009497-010-original","SRP503016","Viral",2024,"USA","North America","USA","Cattle","24-009497-010-original","H5N1","https://github.com/fbranda/avian-mamm/blob/main/sequences/SRR28752559.fasta.gz"
